schema_version,task_id,sample_sequence,monotonic_ns,audit_utc_ns,server_time_ms,best_bid,best_ask,mid_price
skhynix_c6in_latency_v2,0822T002,149,594247503494377,1787453971190806278,1787453970957,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,150,594248046047984,1787453971733359154,1787453971479,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,151,594248699267351,1787453972386579281,1787453972086,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,152,594249097968607,1787453972785279483,1787453972578,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,153,594249712763102,1787453973400074858,1787453973102,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,154,594250160556778,1787453973847868318,1787453973602,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,155,594250679656896,1787453974366968364,1787453974138,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,156,594251238478491,1787453974925789602,1787453974679,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,157,594251771050652,1787453975458362586,1787453975216,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,158,594252351837438,1787453976039150053,1787453975791,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,159,594252903925495,1787453976591237682,1787453976341,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,160,594253481050043,1787453977168361903,1787453976893,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,161,594254019260969,1787453977706572913,1787453977447,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,162,594254646457402,1787453978333769008,1787453978046,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,163,594255159523407,1787453978846835519,1787453978589,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,164,594255710318109,1787453979397630526,1787453979128,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,165,594256199749322,1787453979887060047,1787453979655,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,166,594256838588401,1787453980525899518,1787453980271,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,167,594257370170709,1787453981057481767,1787453980819,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,168,594257907072540,1787453981594384247,1787453981352,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,169,594258485023030,1787453982172335019,1787453981889,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,170,594259008351301,1787453982695663084,1787453982447,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,171,594259541118951,1787453983228430179,1787453982983,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,172,594260080582730,1787453983767894298,1787453983530,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,173,594260651468260,1787453984338779457,1787453984067,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,174,594261158621673,1787453984845933770,1787453984619,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,175,594261686346141,1787453985373658032,1787453985148,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,176,594262231860456,1787453985919171965,1787453985691,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,177,594262781937173,1787453986469248756,1787453986215,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,178,594263426410843,1787453987113722461,1787453986755,1255.2,1255.3,1255.25
skhynix_c6in_latency_v2,0822T002,179,594263879170200,1787453987566482109,1787453987308,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,180,594264399047498,1787453988086359229,1787453987867,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,181,594264945602755,1787453988632914224,1787453988390,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,182,594265484426192,1787453989171737890,1787453988929,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,183,594266068998622,1787453989756310663,1787453989488,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,184,594266639764311,1787453990327075584,1787453990023,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,185,594267135865992,1787453990823178027,1787453990580,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,186,594267713859393,1787453991401171521,1787453991121,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,187,594268397730891,1787453992085041611,1787453991654,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,188,594268768677995,1787453992455988545,1787453992193,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,189,594269285547861,1787453992972858242,1787453992742,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,190,594269840520442,1787453993527833199,1787453993283,1254.9,1255.1,1255.0
skhynix_c6in_latency_v2,0822T002,191,594270398231110,1787453994085540231,1787453993817,1254.9,1255.1,1255.0
skhynix_c6in_latency_v2,0822T002,192,594270901630850,1787453994588940290,1787453994358,1254.9,1255.1,1255.0
