schema_version,task_id,sample_sequence,monotonic_ns,audit_utc_ns,server_time_ms,best_bid,best_ask,mid_price
skhynix_c6in_latency_v2,0822T002,43,562747230006803,1787422470917317220,1787422470641,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,44,562747738124798,1787422471425436309,1787422471178,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,45,562748285196500,1787422471972507506,1787422471716,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,46,562748833832526,1787422472521144155,1787422472254,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,47,562749336535967,1787422473023847322,1787422472788,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,48,562749879808434,1787422473567120146,1787422473325,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,49,562750409770024,1787422474097081023,1787422473856,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,50,562751141749891,1787422474829061435,1787422474401,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,51,562751504684943,1787422475191995237,1787422474951,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,52,562752037471966,1787422475724783262,1787422475497,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,53,562752699843502,1787422476387154148,1787422476101,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,54,562753177606547,1787422476864916954,1787422476604,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,55,562753699879375,1787422477387190745,1787422477137,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,56,562754237837811,1787422477925149283,1787422477677,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,57,562754778361029,1787422478465671735,1787422478211,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,58,562755284793363,1787422478972104424,1787422478745,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,59,562755843797134,1787422479531108255,1787422479284,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,60,562756402864731,1787422480090175970,1787422479819,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,61,562756907636939,1787422480594947621,1787422480345,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,62,562757421856677,1787422481109167924,1787422480885,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,63,562757991889597,1787422481679200683,1787422481439,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,64,562758535645407,1787422482222956498,1787422481975,1245.2,1245.3,1245.25
skhynix_c6in_latency_v2,0822T002,65,562759074926693,1787422482762237931,1787422482521,1245.2,1245.3,1245.25
